Experiment,option,eps,rmse_original,rmse_modified,RMSE_Ratio,cost_original,cost_modified,Cost_Ratio,runtime_original,runtime_modified,Runtime_Ratio,efficiency_original,efficiency_modified,Efficiency_Ratio,price_original,price_modified,std_error_original,std_error_modified,Comparable_RMSE,Modified_Better,Accuracy_Rank,Accuracy_Count,Accuracy_Level
Asian Call | eps=2e-03,Asian Call,0.002,0.0006754536077784035,0.001463734557268996,2.167039364973241,260000.0,260000.0,1.0,0.0031666999857407063,0.0029366000089794397,0.9273376139838377,8.43015579224177,1.7951551925509013,0.21294448605599597,0.05751811516690111,0.05672983421741052,0.0007510288203786807,0.0007523244240021024,False,False,3,3,lowest accuracy target
Asian Call | eps=1e-03,Asian Call,0.001,0.000698224439610956,0.0004963976663489994,0.7109428404218956,274340.0,273528.0,0.9970401691331924,0.0033349999866914004,0.003357399982633069,1.0067166404890728,7.476886247900501,14.836748936611677,1.9843486238376054,0.05749534433506856,0.05769717110833052,0.0005843774954006215,0.000586940360387372,False,True,2,3,intermediate accuracy target 2/3
Asian Call | eps=5e-04,Asian Call,0.0005,0.000537574243318982,0.00044799419771929944,0.833362467207105,1288007.0,1276063.0,0.990726758472586,0.014958599989768118,0.01587830000789836,1.0614830277405192,2.6866115167562836,3.904658937764879,1.4533768330150023,0.057655994531360534,0.05774557457696022,0.00031117887576609176,0.0003159966035499008,True,True,1,3,highest accuracy target
European Call | eps=2e-03,European Call,0.002,0.0008006723715837522,0.0015686359843166825,1.9591483857671734,263037.0,262822.0,0.9991826244976942,0.002961599995614961,0.0029018000059295446,0.9798082152302952,5.9302564124176556,1.5463006458156037,0.2607476874992671,0.10370516335027193,0.102937199737539,0.0011315461598819677,0.0011402666293210718,False,False,3,3,lowest accuracy target
European Call | eps=1e-03,European Call,0.001,0.00013482967628336562,0.0002242038273405772,1.6628670595439081,303573.0,302247.0,0.9956320226107065,0.0037124999798834324,0.0038235000101849437,1.029898998223024,181.20320457565015,65.81910263990395,0.3632336568994025,0.10464066539813904,0.1042816318945151,0.0005976139594019396,0.000605024633664317,False,False,2,3,intermediate accuracy target 2/3
European Call | eps=5e-04,European Call,0.0005,0.0002977328407180735,0.00017466185044648364,0.5866395189231841,503513.0,493064.0,0.9792478049226138,0.006481699994765222,0.007061999989673495,1.0895289808810864,22.40452959244088,66.48146658835599,2.967322581536652,0.10480356856257375,0.10468049757230216,0.00033350355360372484,0.00033767447082433215,False,True,1,3,highest accuracy target
